id|ville|lat|lng
2160|Jacksonville, NC|34.7540524|-77.4302414
2161|St Peters, MO|38.7874699|-90.6298922
2162|Myrtle Beach, SC|33.6890603|-78.8866943
2163|Amityville, NY|40.6789893|-73.4170673
2164|Corona, CA|33.8752935|-117.5664384
2165|Libertyville, IL|42.2830786|-87.9531303
2166|Cedar Falls, IA|42.5348993|-92.4453161
2167|San Antonio TX|29.4241219|-98.49362819999999
2168|KCMO|39.0997265|-94.5785667
2169|Trieste, Italy|45.6495264|13.7768182
2170|Wilkesboro, NC|36.1459649|-81.1606401
2171|Smithtown, NY|40.8559314|-73.2006687
2172|Boxtel |51.601437|5.3121773
2173|Baytown, TX|29.7355047|-94.97742740000001
2174|Bridgeview, IL|41.7500323|-87.80422159999999
2175|Tunbridge Wells, UK|51.132377|0.263695
2176|Cambridge|52.205337|0.121817
2177|Oshawa, ON|43.8970929|-78.86579119999999
2178|Göppingen, Germany|48.7054382|9.6512491
2179|Stekene, Belgium|51.2063826|4.040883
2180|Howell, MI|42.6072552|-83.9293952
2181|Beaumont, TX|30.080174|-94.1265562
2182|Freehold, NJ|40.2136754|-74.3000878
2183|Valparaiso, IN|41.4730948|-87.0611412
2184|Manteno, IL|41.2505881|-87.8314324
2185|Twickenham, England|51.44458100000001|-0.335246
2186|Okinawa,|26.1201911|127.7025012
2187|Stratford, London, UK|51.5471806|-0.0081304
2188|Interlochen, MI|44.64537379999999|-85.7676077
2189|Martinsville, NJ|40.600449|-74.5595195
2190|Jamestown, NY|42.0970023|-79.23532589999999
2191|Wellesley, MA|42.296797|-71.29238769999999
2192|Amherst, MA|42.3732216|-72.5198537
2193|Bellingham, WA|48.7519112|-122.4786854
2194|Notre Dame, IN|41.7001908|-86.23793280000001
2195|Algés,|38.7010609|-9.230813699999999
2196|indianapolis|39.768403|-86.158068
2197|Oswego, NY|43.4553461|-76.5104973
2198|Pocatello, ID|42.8621042|-112.4506191
2199|Laughlin NV|35.1677771|-114.5730208
2200|Ashburn, VA|39.0437567|-77.4874416
2201|Stillwater, MN|45.056004|-92.80884429999999
2202|Braga, Portugal|41.5454486|-8.426506999999999
2203|Borgerhout,|51.2225341|4.436814399999999
2204|Kortrijk, BE|50.8194776|3.2577263
2205|Tampa|27.950575|-82.4571776
2206|Laramie, WY|41.3113669|-105.5911007
2207|Ankara, TR|39.9333635|32.8597419
2208|Waldeck, Germany|51.2076269|9.0646516
2209|Geldern-Walbeck, Germany|51.4979206|6.239735899999999
2210|San Sebastián, Spain|43.318334|-1.9812313
2211|Hebden Bridge,|53.74330399999999|-2.013021
2212|Salamanca, Spain|40.9701039|-5.663539699999999
2213|Alexandra Palace, London, UK|51.5980515|-0.1198571
2214|Toluca, MX|19.2826098|-99.6556653
2215|Kuwait|29.31166|47.481766
2216|Virginia Beach, VA,|36.8529263|-75.97798499999999
2217|Southaven, MS|34.9918587|-90.0022958
2218|Eindhoven en Breda|51.4977873|5.4001553
2219|Rio de Janeiro, Brazil|-22.9068467|-43.1728965
2220|Boom, Belgium|51.08608|4.36633
2221|Itu,|37.389194|-121.9306859
2222|Alkmaar,|52.6323813|4.753375399999999
2223|Ansbach, Germany|49.3004246|10.5719357
2224|Clitheroe |53.871098|-2.393083
2225|Kenilworth, UK|52.349557|-1.58073
2226|Suffolk,|36.7282054|-76.5835621
2227|East Atlanta, GA|33.7366044|-84.3357992
2228|McDade, TX|30.2838227|-97.237769
2229|Borgerhout, Belgium|51.2225341|4.436814399999999
2230|International waters|46.9115589|-96.79508349999999
2231|Ulladulla, NSW|-35.3572426|150.4613249
2232|Paddock Wood,|51.1813239|0.38477
2233|NL Den Haag|52.0704978|4.3006999
2234|As, Belgium|51.0079961|5.5840068
2235|Morelia|19.7059504|-101.1949825
2236|Walton-on-Trent|52.7599019|-1.683351
2237|Estero, FL|26.438136|-81.8067523
2238|1551 Trap Road, Vienna, Virginia|38.9381714|-77.2652809
2239|Wetherby,|53.92705600000001|-1.384816
2240|Panama City Beach, FL|30.1765914|-85.8054879
2241|Cedar Park, TX|30.505198|-97.8202888
2242|Franklin, TN|35.9250637|-86.8688899
2243|Altamonte Springs, FL|28.6611089|-81.3656242
2244|North Charleston, SC|32.8771106|-80.0130514
2245|West End Park, New Orleans, La.|30.0242169|-90.1182078
2246|Willemstad, Netherlands Antilles|12.1224221|-68.8824233
2247|Bethel, NY|41.6837659|-74.8719284
2248|Fort Myers, FL|26.640628|-81.8723084
2249|Kiewit|38.95736|-94.777683
2250|Rotselaar,|50.9536709|4.7183791
2251|Paulínia, SP, Brazil|-22.7409932|-47.1742899
2252|Enterprise, AL|31.3151708|-85.85521609999999
2253|Perth|-31.9505269|115.8604572
2254|Warrnambool, VIC|-38.3686779|142.4982086
2255|Melbourne, AU|-37.8136276|144.9630576
2256|Hunter Valley, NSW|-32.1932173|151.700565
2257|Silver Springs, MD|38.99066570000001|-77.026088
2258|Coogee, NSW|-33.919|151.2555
2259|Stockton-on-Tees, UK|54.5704551|-1.3289821
2260|Woodinville, WA|47.7542651|-122.1634581
2261|Kinross, Scotland |56.206132|-3.4229
2262|Burnsville, MN|44.7677424|-93.27772259999999
2263|Coorabell, NSW, AUS|-28.6393085|153.4921029
2264|Minnepolis, MN|44.977753|-93.2650108
2265|Lithgow, NSW|-33.4827345|150.1570173
2266|Edinburgh, Scotland|55.953252|-3.188267
2267|Gdynia, Poland|54.5188898|18.5305409
2268|Treviso, IT|45.6668893|12.2430437
2269|Dubai, United Arab Emirates|25.2048493|55.2707828
2270|Kopenhagen, DK|55.6760968|12.5683372
2271|Sandown UK|50.6607588|-1.1488128
2272|Opwijk,|50.971588|4.186910999999999
2273|Coney Island, NY|40.5755438|-73.9707016
2274|Blue Island, IL|41.6572562|-87.68004859999999
2275|Wolfe Island, ON|44.1758657|-76.39845369999999
2276|Luzern, Switzerland|47.05016819999999|8.3093072
2277|Columbus, Ohio|39.9611755|-82.99879419999999
2278|Randall's Island, NY|40.7932271|-73.92128579999999
2279|Spartanburg, SC|34.9495672|-81.9320482
2280|Flemington, NJ|40.5123258|-74.85933179999999
2281|Martinez, CA|38.0193657|-122.1341321
2282|Littleton, CO|39.613321|-105.0166498
2283|Banbury|52.0629009|-1.339775
2284|Stockton on Tees|54.5704551|-1.3289821
2285|Dour, BE|50.4000126|3.7827918
2286|Acapulco,|16.8531086|-99.8236533
2287|Arcosanti, AZ|34.3425315|-112.1005547
2288|Stradbally, Ireland|53.01579830000001|-7.1494716
2289|Budapest|47.497912|19.040235
2290|Limoges,|45.83361900000001|1.261105
2291|Getafe, Spain|40.3082504|-3.7323934
2292|Bingley,|53.847389|-1.833781
2293|Patchogue, NY|40.7659783|-73.01934299999999
2294|Saint Louis MO|38.6270025|-90.19940419999999
2295|Ovar, Portugal|40.8596399|-8.6253313
2296|Londen, UK|51.5073509|-0.1277583
2297|Camden, UK|51.55170589999999|-0.1588255
2298|Wausau, WI|44.9591352|-89.6301221
2299|Decatur, IL|39.8403147|-88.9548001
2300|Ivins, UT|37.1685907|-113.6794057
2301|Clinton, IA|41.8444735|-90.1887379
2302|Gateshead |54.95268|-1.603411
2303|Mescalero, NM|33.15758539999999|-105.7741541
2304|Rotterdam, The Netherlands|51.9244201|4.4777326
2305|Dublin|53.3498053|-6.2603097
2306|Brussel, Belgium|50.8503463|4.3517211
2307|Haifa, Israel|32.7940463|34.989571
2308|Studio City, CA|34.1395597|-118.3870991
2309|norfolk va|36.8507689|-76.28587259999999
2310|Collingwood, VIC|-37.8019|144.98815
2311|Collingwood |44.50076869999999|-80.2169047
2312|Nonantola,|44.67887470000001|11.0411597
2313|Venlo, Netherlands|51.3703748|6.172403099999999
2314|Bentonville, ar|36.3728538|-94.2088172
2315|normal illinois|40.5142026|-88.9906312
2316|College Park, GA|33.6534427|-84.4493725
2317|Woodland, CA|38.67851570000001|-121.7732971
2318|Biograd na moru|43.9373047|15.4435586
2319|Zadar, Croatia|44.119371|15.2313648
2320|Stavanger, Norway|58.9699756|5.7331074
2321|Mullingar, Ireland|53.5259334|-7.3381378
2322|Shizuoka, Japan|35.0929397|138.3190276
2323|Dudingen, Switzerland|46.8464198|7.191017899999999
2324|Zeewolde, Netherlands|52.331128|5.540495
2325|Saugerties, NY|42.0775906|-73.95291259999999
2326|Lübeck|53.8654673|10.6865593
2327|Le Havre, France|49.49437|0.107929
2328|Pisa|43.7228386|10.4016888
2329|Rees-Haldern, Germany|51.77417089999999|6.459406899999999
2330|Marcianise|41.0152357|14.2977433
2331|Lausanne, Switzerland|46.5196535|6.6322734
2332|Kingston, NY|41.9270367|-73.9973608
2333|Tuolumne, CA|37.9627027|-120.2412999
2334|Detroit Mi USA|42.331427|-83.0457538
2335|Live Oak, FL|30.2949457|-82.98402000000002
2336|Minehead,|51.20428|-3.481152
2337|Pully, Switzerland|46.5092681|6.6654949
2338|Happy Valley, OR|45.4470021|-122.5309281
2339|Homestead, PA|40.4059025|-79.9119948
2340|Cookham,|51.558437|-0.707741
2341|Inverness, Scotland|57.477773|-4.224721
2342|Richmond, BC|49.1665898|-123.133569
2343|Munhall, PA|40.3922914|-79.9000499
2344|Angels Camp, CA|38.0677832|-120.5385299
2345|Bedford, TX|32.844017|-97.1430671
2346|Sugar Land, TX|29.5984434|-95.6225521
2347|South Yarmouth, MA|41.6667779|-70.1847413
2348|Ribeirão Preto, SP|-21.1704008|-47.8103238
2349|Opwijk, BE|50.971588|4.186910999999999
2350|Oostende, BE|51.21543|2.928656
2351|Perpignan|42.6886591|2.8948332
2352|Antibes, France|43.58041799999999|7.125102
2353|Novi Sad,|45.2671352|19.8335496
2354|Žatec, Czech Republic|50.32717599999999|13.5457856
2355|Herning, Denmark|56.138557|8.967322
2356|St. Petersburg, Russian Federation|59.9342802|30.3350986
2357|Metz, France|49.1193089|6.175715599999999
2358|Wolfsburg, Germany|52.4226503|10.7865461
2359|Saratoga, NY|43.0448483|-73.6300729
2360|Staten Island, NY|40.5795317|-74.1502007
2361|Bogotá, Colombia|4.710988599999999|-74.072092
2362|Naeba, Japan|36.7880025|138.7671455
2363|bloomington illinois|40.4842027|-88.99368729999999
2364|Cookeville, TN|36.162839|-85.5016423
2365| glen ellyn illinois|41.8775293|-88.0670118
2366|Stillwater, OK|36.1156071|-97.0583681
2367|Suffern, NY|41.1148179|-74.1495889
2368|hammond indiana|41.5833688|-87.5000412
2369|burlington iowa|40.8076529|-91.1128901
2370| moline illinois|41.5067003|-90.51513419999999
2371|springfield illinois|39.78172130000001|-89.6501481
2372|Rockingham, NC|34.9393201|-79.7739457
2373|Atoka, Oklahoma |34.3859257|-96.12832519999999
2374|Sheboygan, WI|43.7508284|-87.71453
2375|benld illinois|39.0928246|-89.8039845
2376|Champion, PA|40.0740589|-79.3511654
2377|Chapel Hill, NC|35.9131996|-79.0558445
2378|Wilmington, NC|34.2103894|-77.8868117
2379|San Rafael, CA|37.9735346|-122.5310874
2380|Welch, MN|44.5683003|-92.7385321
2381|Amneville, France|49.2599469|6.142912
2382|Great Stirrup Cay, Bahamas|25.8248705|-77.9096036
2383|South Lake Tahoe, CA|38.939926|-119.9771868
2384|Englishtown, NJ|40.2973319|-74.3582041
2385|Edmonton, Alberta|53.5461245|-113.4938229
2386|Drammen, Norway|59.7440738|10.2044565
2387|Zaporizhia, Ukraine|47.8388|35.139567
2388|Sankt Goarshausen, Germany|50.1560978|7.713451800000001
2389|Tübingen, Germany|48.5216364|9.0576448
2390|Bruchsal, Germany|49.1249712|8.5844107
2391|Schwäbisch Hall, Germany|49.1124645|9.7372649
2392|Dinkelsbühl, Germany|49.0670187|10.3259395
2393|Erie, PA|42.12922409999999|-80.085059
2394| rockford illinois|42.2711311|-89.0939952
2395| davenport iowa|41.5236437|-90.5776367
2396|Hythe,|51.071739|1.081937
2397|Meerhout,|51.13218999999999|5.07708
2398|Nyon, Switzerland|46.3832683|6.2347852
2399|Cohasset, MA|42.24176749999999|-70.8036544
2400|Lincoln, RI|41.9110123|-71.4418101
2401|Orange, NSW|-33.283333|149.1
2402|Haymarket, NSW, Australia|-33.88092|151.20294
2403|London, U.K.|51.5073509|-0.1277583
2404|Yuma, AZ|32.6926512|-114.6276916
2405|Roseburg, OR|43.216505|-123.3417381
2406|Limerick, Ireland|52.6638367|-8.6267343
2407|Cape Town, South Africa|-33.9248685|18.4240553
2408|Asunción, Paraguay|-25.2637399|-57.57592599999999
2409|10475 Little Patuxent Parkway, Columbia, Maryland|39.2087707|-76.8627794
2410|North Greenwich, London|51.4859576|0.007494900000000001
2411|John Frostbrug, Arnhem|51.97489419999999|5.9117305
2412|Mobile, Al.|30.6953657|-88.0398912
2413| Toronto|43.653226|-79.3831843
2414|Woodstock, Ga|34.1014873|-84.5193754
2415|Saginaw, MI|43.4194699|-83.9508068
2416|Landmark Saloon |45.5055071|-122.61224
2417|New Buffalo, MI|41.7939302|-86.74391539999999
2418|Cheshire|53.23263439999999|-2.6103158
2419|Southport, UK|53.645708|-3.010113
2420|Kingston, ON|44.2311717|-76.4859544
2421|providence,r.i.|41.8239891|-71.4128343
2422|Washington, PA|40.17396|-80.2461714
2423|Forest Hill, NY|40.718106|-73.8448469
2424|Paducah, KY|37.0833893|-88.6000478
2425|Great Falls, MT|47.5052849|-111.3007715
2426|Clacton-on-Sea, UK|51.789534|1.153035
2427|Jamaica, NY|40.702677|-73.7889689
2428|Moncton, NB|46.0878165|-64.7782313
2429|Covent Garden, London, UK|51.5116571|-0.1240436
2430|Chesterton, IN|41.6105937|-87.06419919999999
2431|Fraga, Spain|41.5234875|0.3404468
2432|Kastellaun, Germany|50.07141559999999|7.445131600000001
2433|Saalburg, Germany|50.271747|8.566571399999999
2434|Glenside PA|40.0999077|-75.1527928
2435|Castries, Saint Lucia|14.0101094|-60.98746869999999
2436|Flemington, VIC. Australia|-37.7833035|144.9277474
2437|Boom, BE|51.08608|4.36633
2438|Gisborne, New Zealand|-38.662334|178.017649
2439|Recklinghausen, Germany|51.6140649|7.1979453
2440|Yamba, NSW|-29.4332211|153.3406236
2441|Ripollet, Barcelona|41.49845|2.1569325
2442|Puebla, Mexico|19.0414398|-98.2062727
2443|Mérida, Yucatán|20.9673702|-89.5925857
2444|Laval, QC|45.6066487|-73.712409
2445|Ringle, WI|44.8910807|-89.4256735
2446|Jaromer, Czech Republic|50.3568041|15.924138
2447|Beja, Portugal|38.0153039|-7.8627308
2448|Aalst, BE|50.9378101|4.0409517
2449|Guimaraes,|41.44253|-8.2917857
2450|Basel,|47.5595986|7.5885761
2451|Arles,|43.676647|4.6277769
2452|Jesolo,|45.5334198|12.6438498
2453|Hudson, NY |42.2528649|-73.790959
2454|Essen, Germany|51.4556432|7.0115552
2455|Cudahy, WI|42.959738|-87.861471
2456|Gijón, Spain|43.5322015|-5.6611195
2457|Maker, Cornwall|50.345189|-4.194488
2458|Norway|60.47202399999999|8.468945999999999
2459|Knebworth, UK|51.8655339|-0.182981
2460|Pocono, PA|41.0700078|-75.4344727
2461|Saint-Maurice-de-Gourdans|45.820647|5.193994
2462|Newport, VIC|-37.842|144.884
2463|Ottawa|45.4215296|-75.69719309999999
2464|Vevey,|46.4628333|6.8419192
2465|Linz, Austria|48.30694|14.28583
2466|Neu-Isenburg,|50.0522076|8.6952638
2467|Austin|30.267153|-97.7430608
2468|Crest Hill, IL|41.554753|-88.0986709
2469|Mpls, MN|44.977753|-93.2650108
2470|London, ON|42.9849233|-81.2452768
2471|Krakow |50.06465009999999|19.9449799
2472|Christchurch,|-43.5320544|172.6362254
2473|Grand Rapids |42.9633599|-85.6680863
2474|Esch-sur-Alzette, Luxembourg|49.5008805|5.9860925
2475|West Springfield, VA|38.7726136|-77.22109379999999
2476|Combined Locks, WI|44.2658204|-88.314273
2477|Sneek, Netherlands|53.0337476|5.6556473
2478|Fairborn, OH|39.8208925|-84.01937889999999
2479|Harrison, OH|39.2536967|-84.7915999
2480|Iowa City, Iowa|41.6611277|-91.5301683
2481|Budapest, HU|47.497912|19.040235
2482|Sudbury, ON|46.4917317|-80.99302899999999
2483|Münster,|51.9606649|7.6261347
2484|Dordrecht,|51.81329789999999|4.6900929
2485|Huddersfield,|53.645792|-1.7850351
2486|College Station, TX |30.627977|-96.3344068
2487|Freiburg, Germany|47.9990077|7.842104299999999
2488|Esch Alzette; Luxemburg|49.5008805|5.9860925
2489|Lévis, QC|46.7382265|-71.2464591
2490|Abu Dhabi, United Arab Emirates|24.453884|54.3773438
2491|Vila Nova de Gaia, Portugal|41.1238759|-8.611785099999999
2492|Dubai, UAE|25.2048493|55.2707828
2493|Sunderland, UK|54.906869|-1.383801
2494|Olten, Switzerland|47.3499624|7.903703399999999
2495|Artemas, PA|39.7470323|-78.43890329999999
2496|Thornville, Ohio|39.896454|-82.4201539
2497|Ridgefield, WA|45.81432239999999|-122.6881558
2498|Hunter, NY|42.21369869999999|-74.2187541
2499|Wheaton, MD|39.0414899|-77.0517746
2500|Egremont, UK|54.480973|-3.528926
2501|Groningen,|53.2193835|6.5665017
2502|Dordrecht, Netherlands|51.81329789999999|4.6900929
2503|St. Ingbert |49.2774456|7.1118995
2504|Stuttgart, DE|48.7758459|9.1829321
2505|Lerwick, Shetland|60.1529871|-1.1492931
2506|Newport, Wales|51.584151|-2.997664
2507|Blackburn,|40.601832|-79.75202209999999
2508|Motherwell |55.78320919999999|-3.9810968
2509|Mansfield Ma|42.03345650000001|-71.2190578
2510|Bellflower, CA|33.8816818|-118.1170117
2511|Mount Vernon NY|40.9125992|-73.8370786
2512|Swarthmore, PA|39.9020565|-75.3499123
2513|Frèjus France|43.43315200000001|6.737034
2514|Sandy, Utah |40.5649781|-111.8389726
2515|Racine, WI|42.7261309|-87.78285230000002
2516|Noblesvile, IN|40.0455917|-86.0085955
2517|Napier, New Zealand|-39.4928444|176.9120178
2518|Bedford uk|52.1386394|-0.4667782
2519|Sanquhar, UK|55.368078|-3.9268279
2520|Drachten, The Netherlands|53.0925814|6.0586373
2521|Dixon illinois|41.8389213|-89.47954779999999
2522|Central Park, NYC|40.7828647|-73.9653551
2523|Sandnes, Norway|58.8532585|5.7329455
2524|Lohne, Germany|52.6505733|8.262597999999999
2525|Saint Catharines, ON|43.1593745|-79.2468626
2526|Swindon|51.55577390000001|-1.7797176
2527|Stoke On Trent,|53.002668|-2.179404
2528|A Coruña|43.3623436|-8.4115401
2529|Port Talbot, Wales, United Kingdom|51.5946799|-3.784097
2530|Blackpool,|53.8175053|-3.0356748
2531|Lugo|43.0097384|-7.5567582
2532|Loch Lomond,|56.1113678|-4.6288602
2533|Knebworth,|51.8655339|-0.182981
2534|Knebworth, United Kingdom|51.8655339|-0.182981
2535|Grange de Lings|53.284215|-0.518807
2536|Oak Forest IL|41.6028116|-87.74393839999999
2537|Riverhead, NY|40.9170435|-72.66204019999999
2538|Wilmington ohio|39.4453393|-83.8285375
2539|St Charles, IL|41.9141945|-88.3086867
2540|Haldern, Germany|51.77417089999999|6.459406899999999
2541|Farmingdale, NY|40.7325997|-73.4454009
2542|Sellersville, PA|40.3539926|-75.3048982
2543|Peer, Belgium|51.1329|5.4536
2544|Richardson, TX|32.9483335|-96.7298519
2545|Burbank, CA|34.1808392|-118.3089661
2546|Century City, CA|34.0536608|-118.4133894
2547|Bloomingdale, IL|41.9575285|-88.0809036
2548|Inveraray,|56.2317854|-5.075410199999999
2549|Crozon|48.246306|-4.489568
2550|Runaway Bay, Jamaica|18.4562829|-77.3266991
2551|Jamaica Plain, MA|42.3097365|-71.1151431
2552|Ocho Rios, Jamaica|18.4073894|-77.1031345
2553|Negril, Jamaica|18.2683058|-78.3472424
2554|Calz. de la Viga 146, Jamaica, 15800 Ciudad de México, CDMX|19.4060336|-99.1257704
2555|rio bueno, trelawny, jamaica|18.4744708|-77.46732899999999
2556|Montego Bay, Jamaica|18.4762228|-77.8938895
2557|Livorno, Italy|43.548473|10.3105674
2558|Blois|47.58609209999999|1.3359475
2559|Rennes, France|48.117266|-1.6777926
2560|Glasgow|55.864237|-4.251806
2561|Anaheim Ca.|33.8365932|-117.9143012
2562|Cologne Germany|50.937531|6.9602786
2563|Karlstad, Sweden|59.4021806|13.5114978
2564|Wrocław, PL|51.1078852|17.0385376
2565|Siegberg,, Germany|50.7998473|7.2074514
2566|Corpus Christi, TX|27.8005828|-97.39638099999999
2567|Folsom, PA|39.8898346|-75.3251882
2568|Webster, MA|42.05009099999999|-71.88006279999999
2569|Cherokee, NC|35.4770574|-83.3205859
2570|Newkirk, OK|36.8822549|-97.0533717
2571|Lubbock, TX|33.5778631|-101.8551665
2572|Loves Park, IL|42.3200189|-89.05816209999999
2573|London, Ontario, Canada |42.9849233|-81.2452768
2574|Southampton, United Kingdom|50.90970040000001|-1.4043509
2575|Montreal|45.5016889|-73.567256
2576|Footscray, VIC Australia|-37.7988987|144.892357
2577|Southend,|51.5459269|0.7077123
2578|Kingston Upon Thames|51.41233|-0.300689
2579|Southend-on-sea, Essex, UK|51.5459269|0.7077123
2580|Preston, UK|53.763201|-2.70309
2581|Vimercate|45.6158614|9.368413499999999
2582|Shenzhen, China|22.543096|114.057865
2583|Clarksville, TN|36.5297706|-87.3594528
2584|Jena, Germany|50.927054|11.5892372
2585|Cherry Valley, IL|42.2347434|-88.94899120000001
2586|Asheville NC|35.5950581|-82.5514869
2587|West Dundee, IL|42.0980812|-88.28285810000001
2588|Palatine, IL|42.1103041|-88.03424000000001
2589|Heerhugowaard, Netherlands|52.662677|4.8324767
2590|Filderstadt, Germany|48.67819739999999|9.2161353
2591|Byron bay nsw|-28.6473671|153.601977
2592|New London, CT|41.3556539|-72.0995209
2593|Moon, PA|40.51697670000001|-80.22134770000001
2594|Wakefield, UK|53.683298|-1.505924
2595|Luton, UK|51.8786707|-0.4200255
2596|South Barrington, IL|42.0881054|-88.1535352
2597|DeKalb, IL|41.9294736|-88.75036469999999
2598|Peterborough,|52.56949849999999|-0.2405299
2599|Oxford UK|51.7520209|-1.2577263
2600|Liverpool, England|53.4083714|-2.9915726
2601|Merthyr Tydfil, UK|51.74872999999999|-3.381646
2602|Merthyr Tydfil|51.74872999999999|-3.381646
2603|Den Bosch|51.6978162|5.3036748
2604|Bridgend|51.504286|-3.576945
2605|Doncaster,|53.52282|-1.128462
2606|Seregno, Italy|45.6504567|9.2051608
2607|Stoke-on-Trent, UK|53.002668|-2.179404
2608|Wolverton, UK|52.062458|-0.816221
2609|Warren, MI|42.5144566|-83.01465259999999
2610|Metairie, LA|29.9840922|-90.1528519
2611|Cheyenne, WY|41.1399814|-104.8202462
2612|Minnedosa, MB|50.2470383|-99.83864899999999
2613|Wiesbaden, DE|50.0782184|8.239760799999999
2614|Brisbane qld|-27.4697707|153.0251235
2615|Johnson City, NY|42.1156308|-75.95880919999999
2616|Allston, MA, United States|42.3539038|-71.1337112
2617|West Long Branch, NJ|40.2903891|-74.0176381
2618|Traverse City, MI|44.7630567|-85.62063169999999
2619|San Pedro, CA|33.7360619|-118.2922461
2620|Fribourg,|46.8064773|7.161971899999999
2621|Lublin, Poland|51.2464536|22.5684463
2622|Omaha, Nebraska |41.2565369|-95.9345034
2623|Gelsenkirchen|51.517744|7.085717199999999
2624|Hilversum, Netherlands|52.2291696|5.166897400000001
2625|Culemborg, Netherlands|51.9561076|5.240044800000001
2626|Valby, Denmark|55.6633541|12.515915
2627|Brixton, UK|51.4612794|-0.1156148
2628|Dunedin, FL|28.0197404|-82.7717684
2629|New Brunswick, NJ|40.4862157|-74.4518188
2630|Turnhout, Belgium|51.3216509|4.9375578
2631|Harris, MIchigan|45.7035786|-87.34540799999999
2632|South Bend Indiana|41.6763545|-86.25198979999999
2633|Charenton, LA|29.8815936|-91.5251126
2634|Lutherville-Timonium, MD|39.4354087|-76.6123884
2635|Aberdeen, MD|39.5095556|-76.16411970000001
2636|Harris, MI|45.7035786|-87.34540799999999
2637|Robinsonville, MS|34.8173207|-90.31620869999999
2638|Devon, PA|40.0499216|-75.4258399
2639|Atlantc City NJ|39.3642834|-74.4229266
2640|Embarcadero SOUTH Marina Pkwy|32.7038654|-117.1643418
2641|Truro,|41.99477|-70.0490107
2642|Oob maine|43.5177659|-70.3772911
2643|Middletown, NY|41.4459271|-74.42293409999999
2644|Murray, KY|36.6103334|-88.31476099999999
2645|Lethbridge, AB|49.6955856|-112.8451364
2646|Sault Ste Marie, ON|46.5136494|-84.33575259999999
2647|Medicine Hat, AB|50.0421187|-110.7196953
2648|Breckenridge, CO|39.4816537|-106.0383518
2649|New Bedford, MA|41.6362152|-70.93420499999999
2650|Glen Allen, VA|37.665978|-77.5063739
2651|Riverside, CA|33.9806005|-117.3754942
2652|Youngstown, OH|41.0997803|-80.6495194
2653|NYC (Gramercy)|40.7367783|-73.9844722
2654|Sylvania, OH|41.7189392|-83.7129935
2655|Waterloo, IA|42.492786|-92.34257749999999
2656|Pontivy|48.066152|-2.967056
2657|Rohan|28.8258766|-81.9713974
2658|Bellevue, WA|47.6101497|-122.2015159
2659|Chepstow, Uk|51.641856|-2.673804
2660|Fallsington, PA|40.1873314|-74.8187743
2661|Vineland, NJ|39.4863773|-75.02596369999999
2662|Drexel Hill, PA|39.9470567|-75.2921301
2663|Belfast, United Kingdom|54.59728500000001|-5.93012
2664|Wanaka, NZ|-44.7031813|169.1320981
2665|Oswestry, UK|52.857148|-3.056412
2666|Ramonville-Saint-Agne|43.543794|1.4784139
2667|Breda,|51.5719149|4.768323
2668|kewanee illinois|41.2455927|-89.9248303
2669|Highbury & Islington, London|51.5569649|-0.0979656
2670|Cohoes, NY|42.7742446|-73.70011869999999
2671|Putney,|42.975268|-72.5217237
2672|woodlands/Houston Tx.|30.1658207|-95.46126249999999
2673|Bonner Springs, Kansas|39.059726|-94.8835754
2674|Santiago de Compostela, España|42.8782132|-8.5448445
2675|Chelmsford, Essex, UK|51.7355868|0.4685497
2676|Barrie ON Canada|44.38935559999999|-79.6903316
2677|La Quinta, CA|33.6633573|-116.3100095
2678|Marion Bay, TAS|-42.8265569|147.856063
2679|Marbella, Spain|36.510071|-4.8824474
2680|Weeze,|51.6266679|6.1968442
2681|Saint-Denis,|48.936181|2.357443
2682|Mechelen,|51.0258761|4.477536199999999
2683|Penn, UK|51.6341088|-0.6701889999999999
2684|Staffordshire|52.8792745|-2.0571868
2685|Stockton-on-Tees|54.5704551|-1.3289821
2686|Seminole, FL|27.8397466|-82.79121339999999
2687|Nice,|43.7101728|7.261953200000001
2688|Riverview, MI|42.1742073|-83.1793697
2689|Orillia ON Canada|44.6082465|-79.4196783
2690|Palmetto, FL|27.5214269|-82.57231929999999
2691|Six-Fours-Les-Plages|43.093062|5.839225
2692|Calgary|51.04473309999999|-114.0718831
2693|Vancouver,BC|49.2827291|-123.1207375
2694|Southsea,|50.783565|-1.085559
2695|Rozzano, Milano, Italy|45.3760312|9.1427661
2696|Salem, VA|37.2934681|-80.05476259999999
2697|Vernon, NY|43.0795135|-75.5393442
2698|Desio|45.6186654|9.2076935
2699|Deurne, Belgium|51.2218806|4.4594365
2700|Cincinnati, Ohio|39.1031182|-84.5120196
2701|Leuven, BE|50.8798438|4.7005176
2702|Sint-Niklaas|51.1558839|4.154440999999999
2703|Wateringen, The Netherlands|52.02468229999999|4.2741049
2704|Hampton, GA|33.3870578|-84.2829784
2705|Ottawa, Canada|45.4215296|-75.69719309999999
2706|Tysons, VA|38.9187222|-77.2310925
2707|Oceanside, CA|33.1958696|-117.3794834
2708|Fitzroy, VIC, Australia|-37.801111|144.978889
2709|Auburn, CA|38.8965654|-121.0768901
2710|Ocean Beach, CA|32.7494988|-117.2470353
2711|Chico CA|39.7284944|-121.8374777
2712|Selden,NY|40.8664873|-73.0356625
2713|Sultan, WA|47.8626013|-121.8165095
2714|Hialeah, Florida |25.8575963|-80.2781057
